,motor1_current,motor2_current,motor3_current,motor4_current,motor5_current,motor6_current,total_coal_quality,instantaneous_coal_quality
771,1,2,1,1,2,2,3,1
772,1,2,1,1,2,2,3,2
773,1,2,1,1,2,2,3,3
774,1,2,1,1,2,3,1,1
775,1,2,1,1,2,3,1,2
776,1,2,1,1,2,3,1,3
777,1,2,1,1,2,3,2,1
778,1,2,1,1,2,3,2,2
779,1,2,1,1,2,3,2,3
780,1,2,1,1,2,3,3,1
781,1,2,1,1,2,3,3,2
782,1,2,1,1,2,3,3,3
783,1,2,1,1,3,1,1,1
784,1,2,1,1,3,1,1,2
785,1,2,1,1,3,1,1,3
786,1,2,1,1,3,1,2,1
787,1,2,1,1,3,1,2,2
788,1,2,1,1,3,1,2,3
789,1,2,1,1,3,1,3,1
790,1,2,1,1,3,1,3,2
791,1,2,1,1,3,1,3,3
792,1,2,1,1,3,2,1,1
793,1,2,1,1,3,2,1,2
794,1,2,1,1,3,2,1,3
795,1,2,1,1,3,2,2,1
796,1,2,1,1,3,2,2,2
797,1,2,1,1,3,2,2,3
798,1,2,1,1,3,2,3,1
799,1,2,1,1,3,2,3,2
800,1,2,1,1,3,2,3,3
801,1,2,1,1,3,3,1,1
802,1,2,1,1,3,3,1,2
803,1,2,1,1,3,3,1,3
804,1,2,1,1,3,3,2,1
805,1,2,1,1,3,3,2,2
806,1,2,1,1,3,3,2,3
807,1,2,1,1,3,3,3,1
808,1,2,1,1,3,3,3,2
809,1,2,1,1,3,3,3,3
810,1,2,1,2,1,1,1,1
811,1,2,1,2,1,1,1,2
812,1,2,1,2,1,1,1,3
813,1,2,1,2,1,1,2,1
814,1,2,1,2,1,1,2,2
815,1,2,1,2,1,1,2,3
816,1,2,1,2,1,1,3,1
817,1,2,1,2,1,1,3,2
818,1,2,1,2,1,1,3,3
819,1,2,1,2,1,2,1,1
820,1,2,1,2,1,2,1,2
821,1,2,1,2,1,2,1,3
822,1,2,1,2,1,2,2,1
823,1,2,1,2,1,2,2,2
824,1,2,1,2,1,2,2,3
825,1,2,1,2,1,2,3,1
826,1,2,1,2,1,2,3,2
827,1,2,1,2,1,2,3,3
828,1,2,1,2,1,3,1,1
829,1,2,1,2,1,3,1,2
830,1,2,1,2,1,3,1,3
831,1,2,1,2,1,3,2,1
832,1,2,1,2,1,3,2,2
833,1,2,1,2,1,3,2,3
834,1,2,1,2,1,3,3,1
835,1,2,1,2,1,3,3,2
836,1,2,1,2,1,3,3,3
837,1,2,1,2,2,1,1,1
838,1,2,1,2,2,1,1,2
839,1,2,1,2,2,1,1,3
840,1,2,1,2,2,1,2,1
841,1,2,1,2,2,1,2,2
842,1,2,1,2,2,1,2,3
843,1,2,1,2,2,1,3,1
844,1,2,1,2,2,1,3,2
845,1,2,1,2,2,1,3,3
846,1,2,1,2,2,2,1,1
847,1,2,1,2,2,2,1,2
848,1,2,1,2,2,2,1,3
849,1,2,1,2,2,2,2,1
850,1,2,1,2,2,2,2,2
851,1,2,1,2,2,2,2,3
852,1,2,1,2,2,2,3,1
853,1,2,1,2,2,2,3,2
854,1,2,1,2,2,2,3,3
855,1,2,1,2,2,3,1,1
856,1,2,1,2,2,3,1,2
857,1,2,1,2,2,3,1,3
858,1,2,1,2,2,3,2,1
859,1,2,1,2,2,3,2,2
860,1,2,1,2,2,3,2,3
861,1,2,1,2,2,3,3,1
862,1,2,1,2,2,3,3,2
863,1,2,1,2,2,3,3,3
864,1,2,1,2,3,1,1,1
865,1,2,1,2,3,1,1,2
866,1,2,1,2,3,1,1,3
867,1,2,1,2,3,1,2,1
868,1,2,1,2,3,1,2,2
869,1,2,1,2,3,1,2,3
870,1,2,1,2,3,1,3,1
871,1,2,1,2,3,1,3,2
872,1,2,1,2,3,1,3,3
873,1,2,1,2,3,2,1,1
874,1,2,1,2,3,2,1,2
875,1,2,1,2,3,2,1,3
876,1,2,1,2,3,2,2,1
877,1,2,1,2,3,2,2,2
878,1,2,1,2,3,2,2,3
879,1,2,1,2,3,2,3,1
880,1,2,1,2,3,2,3,2
881,1,2,1,2,3,2,3,3
882,1,2,1,2,3,3,1,1
883,1,2,1,2,3,3,1,2
884,1,2,1,2,3,3,1,3
885,1,2,1,2,3,3,2,1
886,1,2,1,2,3,3,2,2
887,1,2,1,2,3,3,2,3
888,1,2,1,2,3,3,3,1
889,1,2,1,2,3,3,3,2
890,1,2,1,2,3,3,3,3
891,1,2,1,3,1,1,1,1
892,1,2,1,3,1,1,1,2
893,1,2,1,3,1,1,1,3
894,1,2,1,3,1,1,2,1
895,1,2,1,3,1,1,2,2
896,1,2,1,3,1,1,2,3
897,1,2,1,3,1,1,3,1
898,1,2,1,3,1,1,3,2
899,1,2,1,3,1,1,3,3
900,1,2,1,3,1,2,1,1
901,1,2,1,3,1,2,1,2
902,1,2,1,3,1,2,1,3
903,1,2,1,3,1,2,2,1
904,1,2,1,3,1,2,2,2
905,1,2,1,3,1,2,2,3
906,1,2,1,3,1,2,3,1
907,1,2,1,3,1,2,3,2
908,1,2,1,3,1,2,3,3
909,1,2,1,3,1,3,1,1
910,1,2,1,3,1,3,1,2
911,1,2,1,3,1,3,1,3
912,1,2,1,3,1,3,2,1
913,1,2,1,3,1,3,2,2
914,1,2,1,3,1,3,2,3
915,1,2,1,3,1,3,3,1
916,1,2,1,3,1,3,3,2
917,1,2,1,3,1,3,3,3
918,1,2,1,3,2,1,1,1
919,1,2,1,3,2,1,1,2
920,1,2,1,3,2,1,1,3
921,1,2,1,3,2,1,2,1
922,1,2,1,3,2,1,2,2
923,1,2,1,3,2,1,2,3
924,1,2,1,3,2,1,3,1
925,1,2,1,3,2,1,3,2
926,1,2,1,3,2,1,3,3
927,1,2,1,3,2,2,1,1
928,1,2,1,3,2,2,1,2
929,1,2,1,3,2,2,1,3
930,1,2,1,3,2,2,2,1
931,1,2,1,3,2,2,2,2
932,1,2,1,3,2,2,2,3
933,1,2,1,3,2,2,3,1
934,1,2,1,3,2,2,3,2
935,1,2,1,3,2,2,3,3
936,1,2,1,3,2,3,1,1
937,1,2,1,3,2,3,1,2
938,1,2,1,3,2,3,1,3
939,1,2,1,3,2,3,2,1
940,1,2,1,3,2,3,2,2
941,1,2,1,3,2,3,2,3
942,1,2,1,3,2,3,3,1
943,1,2,1,3,2,3,3,2
944,1,2,1,3,2,3,3,3
945,1,2,1,3,3,1,1,1
946,1,2,1,3,3,1,1,2
947,1,2,1,3,3,1,1,3
948,1,2,1,3,3,1,2,1
949,1,2,1,3,3,1,2,2
950,1,2,1,3,3,1,2,3
951,1,2,1,3,3,1,3,1
952,1,2,1,3,3,1,3,2
953,1,2,1,3,3,1,3,3
954,1,2,1,3,3,2,1,1
955,1,2,1,3,3,2,1,2
956,1,2,1,3,3,2,1,3
957,1,2,1,3,3,2,2,1
958,1,2,1,3,3,2,2,2
959,1,2,1,3,3,2,2,3
960,1,2,1,3,3,2,3,1
961,1,2,1,3,3,2,3,2
962,1,2,1,3,3,2,3,3
963,1,2,1,3,3,3,1,1
964,1,2,1,3,3,3,1,2
965,1,2,1,3,3,3,1,3
966,1,2,1,3,3,3,2,1
967,1,2,1,3,3,3,2,2
968,1,2,1,3,3,3,2,3
969,1,2,1,3,3,3,3,1
970,1,2,1,3,3,3,3,2
971,1,2,1,3,3,3,3,3
972,1,2,2,1,1,1,1,1
973,1,2,2,1,1,1,1,2
974,1,2,2,1,1,1,1,3
975,1,2,2,1,1,1,2,1
976,1,2,2,1,1,1,2,2
977,1,2,2,1,1,1,2,3
978,1,2,2,1,1,1,3,1
979,1,2,2,1,1,1,3,2
980,1,2,2,1,1,1,3,3
981,1,2,2,1,1,2,1,1
982,1,2,2,1,1,2,1,2
983,1,2,2,1,1,2,1,3
984,1,2,2,1,1,2,2,1
985,1,2,2,1,1,2,2,2
986,1,2,2,1,1,2,2,3
987,1,2,2,1,1,2,3,1
988,1,2,2,1,1,2,3,2
989,1,2,2,1,1,2,3,3
990,1,2,2,1,1,3,1,1
991,1,2,2,1,1,3,1,2
992,1,2,2,1,1,3,1,3
993,1,2,2,1,1,3,2,1
994,1,2,2,1,1,3,2,2
995,1,2,2,1,1,3,2,3
996,1,2,2,1,1,3,3,1
997,1,2,2,1,1,3,3,2
998,1,2,2,1,1,3,3,3
999,1,2,2,1,2,1,1,1
1000,1,2,2,1,2,1,1,2
1001,1,2,2,1,2,1,1,3
1002,1,2,2,1,2,1,2,1
1003,1,2,2,1,2,1,2,2
1004,1,2,2,1,2,1,2,3
1005,1,2,2,1,2,1,3,1
1006,1,2,2,1,2,1,3,2
1007,1,2,2,1,2,1,3,3
1008,1,2,2,1,2,2,1,1
1009,1,2,2,1,2,2,1,2
1010,1,2,2,1,2,2,1,3
1011,1,2,2,1,2,2,2,1
1012,1,2,2,1,2,2,2,2
1013,1,2,2,1,2,2,2,3
1014,1,2,2,1,2,2,3,1
1015,1,2,2,1,2,2,3,2
1016,1,2,2,1,2,2,3,3
1017,1,2,2,1,2,3,1,1
1018,1,2,2,1,2,3,1,2
1019,1,2,2,1,2,3,1,3
1020,1,2,2,1,2,3,2,1
1021,1,2,2,1,2,3,2,2
1022,1,2,2,1,2,3,2,3
1023,1,2,2,1,2,3,3,1
1024,1,2,2,1,2,3,3,2
1025,1,2,2,1,2,3,3,3
1026,1,2,2,1,3,1,1,1
1027,1,2,2,1,3,1,1,2
1028,1,2,2,1,3,1,1,3
1029,1,2,2,1,3,1,2,1
1030,1,2,2,1,3,1,2,2
1031,1,2,2,1,3,1,2,3
1032,1,2,2,1,3,1,3,1
1033,1,2,2,1,3,1,3,2
1034,1,2,2,1,3,1,3,3
1035,1,2,2,1,3,2,1,1
1036,1,2,2,1,3,2,1,2
1037,1,2,2,1,3,2,1,3
1038,1,2,2,1,3,2,2,1
1039,1,2,2,1,3,2,2,2
1040,1,2,2,1,3,2,2,3
1041,1,2,2,1,3,2,3,1
1042,1,2,2,1,3,2,3,2
1043,1,2,2,1,3,2,3,3
1044,1,2,2,1,3,3,1,1
1045,1,2,2,1,3,3,1,2
1046,1,2,2,1,3,3,1,3
1047,1,2,2,1,3,3,2,1
1048,1,2,2,1,3,3,2,2
1049,1,2,2,1,3,3,2,3
1050,1,2,2,1,3,3,3,1
1051,1,2,2,1,3,3,3,2
1052,1,2,2,1,3,3,3,3
1053,1,2,2,2,1,1,1,1
1054,1,2,2,2,1,1,1,2
1055,1,2,2,2,1,1,1,3
1056,1,2,2,2,1,1,2,1
1057,1,2,2,2,1,1,2,2
1058,1,2,2,2,1,1,2,3
1059,1,2,2,2,1,1,3,1
1060,1,2,2,2,1,1,3,2
1061,1,2,2,2,1,1,3,3
1062,1,2,2,2,1,2,1,1
1063,1,2,2,2,1,2,1,2
1064,1,2,2,2,1,2,1,3
1065,1,2,2,2,1,2,2,1
1066,1,2,2,2,1,2,2,2
1067,1,2,2,2,1,2,2,3
1068,1,2,2,2,1,2,3,1
1069,1,2,2,2,1,2,3,2
1070,1,2,2,2,1,2,3,3
1071,1,2,2,2,1,3,1,1
1072,1,2,2,2,1,3,1,2
1073,1,2,2,2,1,3,1,3
1074,1,2,2,2,1,3,2,1
1075,1,2,2,2,1,3,2,2
1076,1,2,2,2,1,3,2,3
1077,1,2,2,2,1,3,3,1
1078,1,2,2,2,1,3,3,2
1079,1,2,2,2,1,3,3,3
1080,1,2,2,2,2,1,1,1
1081,1,2,2,2,2,1,1,2
1082,1,2,2,2,2,1,1,3
1083,1,2,2,2,2,1,2,1
1084,1,2,2,2,2,1,2,2
1085,1,2,2,2,2,1,2,3
1086,1,2,2,2,2,1,3,1
1087,1,2,2,2,2,1,3,2
1088,1,2,2,2,2,1,3,3
1089,1,2,2,2,2,2,1,1
1090,1,2,2,2,2,2,1,2
1091,1,2,2,2,2,2,1,3
1092,1,2,2,2,2,2,2,1
1093,1,2,2,2,2,2,2,2
1094,1,2,2,2,2,2,2,3
1095,1,2,2,2,2,2,3,1
1096,1,2,2,2,2,2,3,2
1097,1,2,2,2,2,2,3,3
1098,1,2,2,2,2,3,1,1
1099,1,2,2,2,2,3,1,2
1100,1,2,2,2,2,3,1,3
1101,1,2,2,2,2,3,2,1
1102,1,2,2,2,2,3,2,2
1103,1,2,2,2,2,3,2,3
1104,1,2,2,2,2,3,3,1
1105,1,2,2,2,2,3,3,2
1106,1,2,2,2,2,3,3,3
1107,1,2,2,2,3,1,1,1
1108,1,2,2,2,3,1,1,2
1109,1,2,2,2,3,1,1,3
1110,1,2,2,2,3,1,2,1
1111,1,2,2,2,3,1,2,2
1112,1,2,2,2,3,1,2,3
1113,1,2,2,2,3,1,3,1
1114,1,2,2,2,3,1,3,2
1115,1,2,2,2,3,1,3,3
1116,1,2,2,2,3,2,1,1
1117,1,2,2,2,3,2,1,2
1118,1,2,2,2,3,2,1,3
1119,1,2,2,2,3,2,2,1
1120,1,2,2,2,3,2,2,2
1121,1,2,2,2,3,2,2,3
1122,1,2,2,2,3,2,3,1
1123,1,2,2,2,3,2,3,2
1124,1,2,2,2,3,2,3,3
1125,1,2,2,2,3,3,1,1
1126,1,2,2,2,3,3,1,2
1127,1,2,2,2,3,3,1,3
1128,1,2,2,2,3,3,2,1
1129,1,2,2,2,3,3,2,2
1130,1,2,2,2,3,3,2,3
1131,1,2,2,2,3,3,3,1
1132,1,2,2,2,3,3,3,2
1133,1,2,2,2,3,3,3,3
1134,1,2,2,3,1,1,1,1
1135,1,2,2,3,1,1,1,2
1136,1,2,2,3,1,1,1,3
1137,1,2,2,3,1,1,2,1
1138,1,2,2,3,1,1,2,2
1139,1,2,2,3,1,1,2,3
1140,1,2,2,3,1,1,3,1
1141,1,2,2,3,1,1,3,2
1142,1,2,2,3,1,1,3,3
1143,1,2,2,3,1,2,1,1
1144,1,2,2,3,1,2,1,2
1145,1,2,2,3,1,2,1,3
1146,1,2,2,3,1,2,2,1
1147,1,2,2,3,1,2,2,2
1148,1,2,2,3,1,2,2,3
1149,1,2,2,3,1,2,3,1
1150,1,2,2,3,1,2,3,2
1151,1,2,2,3,1,2,3,3
1152,1,2,2,3,1,3,1,1
1153,1,2,2,3,1,3,1,2
1154,1,2,2,3,1,3,1,3
1155,1,2,2,3,1,3,2,1
1156,1,2,2,3,1,3,2,2
1157,1,2,2,3,1,3,2,3
1158,1,2,2,3,1,3,3,1
1159,1,2,2,3,1,3,3,2
1160,1,2,2,3,1,3,3,3
1161,1,2,2,3,2,1,1,1
1162,1,2,2,3,2,1,1,2
1163,1,2,2,3,2,1,1,3
1164,1,2,2,3,2,1,2,1
1165,1,2,2,3,2,1,2,2
1166,1,2,2,3,2,1,2,3
1167,1,2,2,3,2,1,3,1
1168,1,2,2,3,2,1,3,2
1169,1,2,2,3,2,1,3,3
1170,1,2,2,3,2,2,1,1
1171,1,2,2,3,2,2,1,2
1172,1,2,2,3,2,2,1,3
1173,1,2,2,3,2,2,2,1
1174,1,2,2,3,2,2,2,2
1175,1,2,2,3,2,2,2,3
1176,1,2,2,3,2,2,3,1
1177,1,2,2,3,2,2,3,2
1178,1,2,2,3,2,2,3,3
1179,1,2,2,3,2,3,1,1
1180,1,2,2,3,2,3,1,2
1181,1,2,2,3,2,3,1,3
1182,1,2,2,3,2,3,2,1
1183,1,2,2,3,2,3,2,2
1184,1,2,2,3,2,3,2,3
1185,1,2,2,3,2,3,3,1
1186,1,2,2,3,2,3,3,2
1187,1,2,2,3,2,3,3,3
1188,1,2,2,3,3,1,1,1
1189,1,2,2,3,3,1,1,2
1190,1,2,2,3,3,1,1,3
1191,1,2,2,3,3,1,2,1
1192,1,2,2,3,3,1,2,2
1193,1,2,2,3,3,1,2,3
1194,1,2,2,3,3,1,3,1
1195,1,2,2,3,3,1,3,2
1196,1,2,2,3,3,1,3,3
1197,1,2,2,3,3,2,1,1
1198,1,2,2,3,3,2,1,2
1199,1,2,2,3,3,2,1,3
1200,1,2,2,3,3,2,2,1
1201,1,2,2,3,3,2,2,2
1202,1,2,2,3,3,2,2,3
1203,1,2,2,3,3,2,3,1
1204,1,2,2,3,3,2,3,2
1205,1,2,2,3,3,2,3,3
1206,1,2,2,3,3,3,1,1
1207,1,2,2,3,3,3,1,2
1208,1,2,2,3,3,3,1,3
1209,1,2,2,3,3,3,2,1
1210,1,2,2,3,3,3,2,2
1211,1,2,2,3,3,3,2,3
1212,1,2,2,3,3,3,3,1
1213,1,2,2,3,3,3,3,2
1214,1,2,2,3,3,3,3,3
1215,1,2,3,1,1,1,1,1
1216,1,2,3,1,1,1,1,2
1217,1,2,3,1,1,1,1,3
1218,1,2,3,1,1,1,2,1
1219,1,2,3,1,1,1,2,2
1220,1,2,3,1,1,1,2,3
1221,1,2,3,1,1,1,3,1
1222,1,2,3,1,1,1,3,2
1223,1,2,3,1,1,1,3,3
1224,1,2,3,1,1,2,1,1
1225,1,2,3,1,1,2,1,2
1226,1,2,3,1,1,2,1,3
1227,1,2,3,1,1,2,2,1
1228,1,2,3,1,1,2,2,2
1229,1,2,3,1,1,2,2,3
1230,1,2,3,1,1,2,3,1
1231,1,2,3,1,1,2,3,2
1232,1,2,3,1,1,2,3,3
1233,1,2,3,1,1,3,1,1
1234,1,2,3,1,1,3,1,2
1235,1,2,3,1,1,3,1,3
1236,1,2,3,1,1,3,2,1
1237,1,2,3,1,1,3,2,2
1238,1,2,3,1,1,3,2,3
1239,1,2,3,1,1,3,3,1
1240,1,2,3,1,1,3,3,2
1241,1,2,3,1,1,3,3,3
1242,1,2,3,1,2,1,1,1
1243,1,2,3,1,2,1,1,2
1244,1,2,3,1,2,1,1,3
1245,1,2,3,1,2,1,2,1
1246,1,2,3,1,2,1,2,2
1247,1,2,3,1,2,1,2,3
1248,1,2,3,1,2,1,3,1
1249,1,2,3,1,2,1,3,2
1250,1,2,3,1,2,1,3,3
1251,1,2,3,1,2,2,1,1
1252,1,2,3,1,2,2,1,2
1253,1,2,3,1,2,2,1,3
1254,1,2,3,1,2,2,2,1
1255,1,2,3,1,2,2,2,2
1256,1,2,3,1,2,2,2,3
1257,1,2,3,1,2,2,3,1
1258,1,2,3,1,2,2,3,2
1259,1,2,3,1,2,2,3,3
1260,1,2,3,1,2,3,1,1
1261,1,2,3,1,2,3,1,2
1262,1,2,3,1,2,3,1,3
1263,1,2,3,1,2,3,2,1
1264,1,2,3,1,2,3,2,2
1265,1,2,3,1,2,3,2,3
1266,1,2,3,1,2,3,3,1
1267,1,2,3,1,2,3,3,2
1268,1,2,3,1,2,3,3,3
1269,1,2,3,1,3,1,1,1
1270,1,2,3,1,3,1,1,2
1271,1,2,3,1,3,1,1,3
1272,1,2,3,1,3,1,2,1
1273,1,2,3,1,3,1,2,2
1274,1,2,3,1,3,1,2,3
1275,1,2,3,1,3,1,3,1
1276,1,2,3,1,3,1,3,2
1277,1,2,3,1,3,1,3,3
1278,1,2,3,1,3,2,1,1
1279,1,2,3,1,3,2,1,2
1280,1,2,3,1,3,2,1,3
1281,1,2,3,1,3,2,2,1
1282,1,2,3,1,3,2,2,2
1283,1,2,3,1,3,2,2,3
1284,1,2,3,1,3,2,3,1
1285,1,2,3,1,3,2,3,2
1286,1,2,3,1,3,2,3,3
1287,1,2,3,1,3,3,1,1
1288,1,2,3,1,3,3,1,2
1289,1,2,3,1,3,3,1,3
1290,1,2,3,1,3,3,2,1
1291,1,2,3,1,3,3,2,2
1292,1,2,3,1,3,3,2,3
1293,1,2,3,1,3,3,3,1
1294,1,2,3,1,3,3,3,2
1295,1,2,3,1,3,3,3,3
1296,1,2,3,2,1,1,1,1
1297,1,2,3,2,1,1,1,2
1298,1,2,3,2,1,1,1,3
1299,1,2,3,2,1,1,2,1
1300,1,2,3,2,1,1,2,2
1301,1,2,3,2,1,1,2,3
1302,1,2,3,2,1,1,3,1
1303,1,2,3,2,1,1,3,2
1304,1,2,3,2,1,1,3,3
1305,1,2,3,2,1,2,1,1
1306,1,2,3,2,1,2,1,2
1307,1,2,3,2,1,2,1,3
1308,1,2,3,2,1,2,2,1
1309,1,2,3,2,1,2,2,2
1310,1,2,3,2,1,2,2,3
1311,1,2,3,2,1,2,3,1
1312,1,2,3,2,1,2,3,2
1313,1,2,3,2,1,2,3,3
1314,1,2,3,2,1,3,1,1
1315,1,2,3,2,1,3,1,2
1316,1,2,3,2,1,3,1,3
1317,1,2,3,2,1,3,2,1
1318,1,2,3,2,1,3,2,2
1319,1,2,3,2,1,3,2,3
1320,1,2,3,2,1,3,3,1
1321,1,2,3,2,1,3,3,2
1322,1,2,3,2,1,3,3,3
1323,1,2,3,2,2,1,1,1
1324,1,2,3,2,2,1,1,2
1325,1,2,3,2,2,1,1,3
1326,1,2,3,2,2,1,2,1
1327,1,2,3,2,2,1,2,2
1328,1,2,3,2,2,1,2,3
1329,1,2,3,2,2,1,3,1
1330,1,2,3,2,2,1,3,2
1331,1,2,3,2,2,1,3,3
1332,1,2,3,2,2,2,1,1
1333,1,2,3,2,2,2,1,2
1334,1,2,3,2,2,2,1,3
1335,1,2,3,2,2,2,2,1
1336,1,2,3,2,2,2,2,2
1337,1,2,3,2,2,2,2,3
1338,1,2,3,2,2,2,3,1
1339,1,2,3,2,2,2,3,2
1340,1,2,3,2,2,2,3,3
1341,1,2,3,2,2,3,1,1
1342,1,2,3,2,2,3,1,2
1343,1,2,3,2,2,3,1,3
1344,1,2,3,2,2,3,2,1
1345,1,2,3,2,2,3,2,2
1346,1,2,3,2,2,3,2,3
1347,1,2,3,2,2,3,3,1
1348,1,2,3,2,2,3,3,2
1349,1,2,3,2,2,3,3,3
1350,1,2,3,2,3,1,1,1
1351,1,2,3,2,3,1,1,2
1352,1,2,3,2,3,1,1,3
1353,1,2,3,2,3,1,2,1
1354,1,2,3,2,3,1,2,2
1355,1,2,3,2,3,1,2,3
1356,1,2,3,2,3,1,3,1
1357,1,2,3,2,3,1,3,2
1358,1,2,3,2,3,1,3,3
1359,1,2,3,2,3,2,1,1
1360,1,2,3,2,3,2,1,2
1361,1,2,3,2,3,2,1,3
1362,1,2,3,2,3,2,2,1
1363,1,2,3,2,3,2,2,2
1364,1,2,3,2,3,2,2,3
1365,1,2,3,2,3,2,3,1
1366,1,2,3,2,3,2,3,2
1367,1,2,3,2,3,2,3,3
1368,1,2,3,2,3,3,1,1
1369,1,2,3,2,3,3,1,2
1370,1,2,3,2,3,3,1,3
1371,1,2,3,2,3,3,2,1
1372,1,2,3,2,3,3,2,2
1373,1,2,3,2,3,3,2,3
1374,1,2,3,2,3,3,3,1
1375,1,2,3,2,3,3,3,2
1376,1,2,3,2,3,3,3,3
1377,1,2,3,3,1,1,1,1
1378,1,2,3,3,1,1,1,2
1379,1,2,3,3,1,1,1,3
1380,1,2,3,3,1,1,2,1
1381,1,2,3,3,1,1,2,2
1382,1,2,3,3,1,1,2,3
1383,1,2,3,3,1,1,3,1
1384,1,2,3,3,1,1,3,2
1385,1,2,3,3,1,1,3,3
1386,1,2,3,3,1,2,1,1
1387,1,2,3,3,1,2,1,2
1388,1,2,3,3,1,2,1,3
1389,1,2,3,3,1,2,2,1
1390,1,2,3,3,1,2,2,2
1391,1,2,3,3,1,2,2,3
1392,1,2,3,3,1,2,3,1
1393,1,2,3,3,1,2,3,2
1394,1,2,3,3,1,2,3,3
1395,1,2,3,3,1,3,1,1
1396,1,2,3,3,1,3,1,2
1397,1,2,3,3,1,3,1,3
1398,1,2,3,3,1,3,2,1
1399,1,2,3,3,1,3,2,2
1400,1,2,3,3,1,3,2,3
1401,1,2,3,3,1,3,3,1
1402,1,2,3,3,1,3,3,2
1403,1,2,3,3,1,3,3,3
1404,1,2,3,3,2,1,1,1
1405,1,2,3,3,2,1,1,2
1406,1,2,3,3,2,1,1,3
1407,1,2,3,3,2,1,2,1
1408,1,2,3,3,2,1,2,2
1409,1,2,3,3,2,1,2,3
1410,1,2,3,3,2,1,3,1
1411,1,2,3,3,2,1,3,2
1412,1,2,3,3,2,1,3,3
1413,1,2,3,3,2,2,1,1
1414,1,2,3,3,2,2,1,2
1415,1,2,3,3,2,2,1,3
1416,1,2,3,3,2,2,2,1
1417,1,2,3,3,2,2,2,2
1418,1,2,3,3,2,2,2,3
1419,1,2,3,3,2,2,3,1
1420,1,2,3,3,2,2,3,2
1421,1,2,3,3,2,2,3,3
1422,1,2,3,3,2,3,1,1
1423,1,2,3,3,2,3,1,2
1424,1,2,3,3,2,3,1,3
1425,1,2,3,3,2,3,2,1
1426,1,2,3,3,2,3,2,2
1427,1,2,3,3,2,3,2,3
1428,1,2,3,3,2,3,3,1
1429,1,2,3,3,2,3,3,2
1430,1,2,3,3,2,3,3,3
1431,1,2,3,3,3,1,1,1
1432,1,2,3,3,3,1,1,2
1433,1,2,3,3,3,1,1,3
1434,1,2,3,3,3,1,2,1
1435,1,2,3,3,3,1,2,2
1436,1,2,3,3,3,1,2,3
1437,1,2,3,3,3,1,3,1
1438,1,2,3,3,3,1,3,2
1439,1,2,3,3,3,1,3,3
1440,1,2,3,3,3,2,1,1
1441,1,2,3,3,3,2,1,2
1442,1,2,3,3,3,2,1,3
1443,1,2,3,3,3,2,2,1
1444,1,2,3,3,3,2,2,2
1445,1,2,3,3,3,2,2,3
1446,1,2,3,3,3,2,3,1
1447,1,2,3,3,3,2,3,2
1448,1,2,3,3,3,2,3,3
1449,1,2,3,3,3,3,1,1
1450,1,2,3,3,3,3,1,2
1451,1,2,3,3,3,3,1,3
1452,1,2,3,3,3,3,2,1
1453,1,2,3,3,3,3,2,2
1454,1,2,3,3,3,3,2,3
1455,1,2,3,3,3,3,3,1
1456,1,2,3,3,3,3,3,2
1457,1,2,3,3,3,3,3,3
1458,1,3,1,1,1,1,1,1
1459,1,3,1,1,1,1,1,2
1460,1,3,1,1,1,1,1,3
1461,1,3,1,1,1,1,2,1
1462,1,3,1,1,1,1,2,2
1463,1,3,1,1,1,1,2,3
1464,1,3,1,1,1,1,3,1
1465,1,3,1,1,1,1,3,2
1466,1,3,1,1,1,1,3,3
1467,1,3,1,1,1,2,1,1
1468,1,3,1,1,1,2,1,2
1469,1,3,1,1,1,2,1,3
1470,1,3,1,1,1,2,2,1
1471,1,3,1,1,1,2,2,2
1472,1,3,1,1,1,2,2,3
1473,1,3,1,1,1,2,3,1
1474,1,3,1,1,1,2,3,2
1475,1,3,1,1,1,2,3,3
1476,1,3,1,1,1,3,1,1
1477,1,3,1,1,1,3,1,2
1478,1,3,1,1,1,3,1,3
1479,1,3,1,1,1,3,2,1
1480,1,3,1,1,1,3,2,2
1481,1,3,1,1,1,3,2,3
1482,1,3,1,1,1,3,3,1
1483,1,3,1,1,1,3,3,2
1484,1,3,1,1,1,3,3,3
1485,1,3,1,1,2,1,1,1
1486,1,3,1,1,2,1,1,2
1487,1,3,1,1,2,1,1,3
1488,1,3,1,1,2,1,2,1
1489,1,3,1,1,2,1,2,2
1490,1,3,1,1,2,1,2,3
1491,1,3,1,1,2,1,3,1
1492,1,3,1,1,2,1,3,2
1493,1,3,1,1,2,1,3,3
1494,1,3,1,1,2,2,1,1
1495,1,3,1,1,2,2,1,2
1496,1,3,1,1,2,2,1,3
1497,1,3,1,1,2,2,2,1
1498,1,3,1,1,2,2,2,2
1499,1,3,1,1,2,2,2,3
1500,1,3,1,1,2,2,3,1
1501,1,3,1,1,2,2,3,2
1502,1,3,1,1,2,2,3,3
1503,1,3,1,1,2,3,1,1
1504,1,3,1,1,2,3,1,2
1505,1,3,1,1,2,3,1,3
1506,1,3,1,1,2,3,2,1
1507,1,3,1,1,2,3,2,2
1508,1,3,1,1,2,3,2,3
1509,1,3,1,1,2,3,3,1
1510,1,3,1,1,2,3,3,2
1511,1,3,1,1,2,3,3,3
1512,1,3,1,1,3,1,1,1
1513,1,3,1,1,3,1,1,2
1514,1,3,1,1,3,1,1,3
1515,1,3,1,1,3,1,2,1
